Date,AMZN,POM,L,A,FMC,PEG,CSCO,PAYX,CHRW,EXPD,SYY,CCI,GOOGL,PEP,WEC
2017-07-11,994.13,12923.0996,46.9,59.8,74.23,41.85,31.09,56.6,68.6,57.49,49.24,98.29,953.53,113.74,60.84
2017-07-12,1006.51,12846.2002,46.79,60.73,75.53,42.27,31.16,57.24,68.87,57.2,50.2,100.05,967.66,114.77,61.37
2017-07-13,1000.63,12846.2002,46.93,61.19,76.83,42.23,31.27,57.2,68.76,57.11,50.39,100.31,968.85,114.02,60.83
2017-07-14,1001.81,12923.0996,46.95,61.52,76.49,42.36,31.42,57.1,69.46,57.27,50.57,101.1,976.91,114.93,61.23
2017-07-17,1010.04,12615.4004,47.15,61.55,76.78,43.23,31.5,56.88,68.89,57.58,50.72,96.81,975.96,114.93,61.6
2017-07-18,1024.45,12538.5,47.24,61.21,76,43.56,31.51,56.78,69.5,58.82,50.39,96.64,986.95,115.01,62.11
2017-07-19,1026.87,12384.5996,47.91,61.38,76.18,44.21,31.9,56.86,68.69,59.1,51,98.66,992.77,115.34,62.7
2017-07-20,1028.7,12576.9004,47.8,60.98,75.79,44.47,31.86,57.19,65.01,59.05,50.82,97.27,992.19,115.51,62.79
2017-07-21,1025.67,12576.9004,47.89,61.37,76.06,44.72,31.84,57.2,65.56,59.01,51.08,99.17,993.84,116.63,63.37
2017-07-24,1038.95,12461.5,48.02,61.5,76.8,44.03,31.86,56.94,65.62,59.09,51.55,99.14,998.31,116.13,62.5
2017-07-25,1039.87,12538.5,48.48,60.54,77.99,43.86,32.12,57.43,65.93,59.6,51.97,99.5,969.03,116.45,62.18
2017-07-26,1052.8,12461.5,48.12,59.72,77,44.29,31.66,58.11,65.91,59.66,52.11,99.56,965.31,117.19,62.62
2017-07-27,1046,12461.5,48.12,59.91,76.63,44.34,31.57,60.14,65.46,58.64,52.56,100.19,952.51,117.34,62.5
2017-07-28,1020.04,13076.9004,48.26,60.08,76.65,44.96,31.52,57.76,65.25,58.78,52.25,100.58,958.33,116.61,62.36
2017-07-31,987.78,12269.2002,48.68,59.79,76.38,44.97,31.45,57.85,65.6,58.88,52.62,100.58,945.5,116.61,62.97
2017-08-01,992.27,12153.7998,49.19,59.94,77.35,45.7,31.65,56.82,64.98,58.79,52.33,102.02,946.56,115.92,64.09
2017-08-02,995.89,11615.4004,49.12,60.2,83.85,45.33,31.52,56.58,65.61,59.14,52.68,101.81,947.64,115.61,63.64
2017-08-03,986.92,11538.5,48.97,60.37,83.34,45.77,31.56,56.15,65.7,59.56,52.1,100.92,940.3,116.3,64.11
2017-08-04,987.58,11692.2998,49.14,60.13,84.35,45.7,31.8,56.09,67.22,59.56,52.33,102.02,945.79,116.37,64.09
2017-08-07,992.27,11461.5,49.02,60.87,84.6,45.69,31.84,55.94,66.54,59.06,52.48,101.15,945.75,116.96,64.3
2017-08-08,989.84,11461.5,48.94,60.14,84.37,45.77,31.67,55.04,66.75,55.92,52.08,100.03,944.19,116.71,64.73
2017-08-09,982.01,11384.5996,48.87,59.68,84.61,45.44,31.62,54.91,66.13,55.62,51.32,100.77,940.08,116.63,64.47
2017-08-10,956.92,11461.5,48.58,58.57,83.05,45.61,31,54.78,66.11,54.74,50.87,100.71,923.59,116.38,64.66
2017-08-11,967.99,11384.5996,48.27,59.33,82.73,45.53,31.47,54.24,65.63,54.44,51.58,100.85,930.09,116.51,63.84
2017-08-14,983.3,11461.5,48.44,59.62,83.35,45.92,31.84,54.92,67.14,55.7,51.09,102.37,938.93,117.84,64.05
2017-08-15,982.74,11538.5,48.37,59.38,84.56,46.29,32.09,55.59,68.02,55.57,51.59,103.06,938.08,118.97,64.47
2017-08-16,978.18,11538.5,48.31,62.14,84.74,46.64,32.34,56.24,68.01,55.72,51.19,103.79,944.27,119.1,64.57
2017-08-17,960.57,11461.5,47.43,60.86,82.78,46.3,31.04,54.98,66.89,54.82,51.19,104.14,927.66,118.39,64.06
2017-08-18,958.47,11384.5996,47.58,61.25,82.63,46.68,30.37,54.99,66.78,54.87,51.17,104.12,926.18,117.6,64.59
2017-08-21,953.29,11384.5996,47.4,61.74,83.46,46.85,30.68,55.77,66.86,54.98,51.17,104.83,920.87,118.26,64.74
2017-08-22,966.9,11000,47.77,62.96,84.46,47,31.27,56.11,67.1,55.75,51.61,105.74,940.4,117.92,64.85
2017-08-23,958,11384.5996,47.49,62.77,84.42,47.24,30.92,55.77,67.09,55.03,51.66,106.1,942.58,117.29,65.05
2017-08-24,952.45,11346.2002,47.21,62.68,84.11,47.22,31.24,55.54,66.87,54.95,51.22,106.74,936.89,116.22,64.92
2017-08-25,945.26,11346.2002,47.48,62.9,84.3,47.29,31.44,56.22,69.07,55.05,52.32,106.99,930.5,115.85,65.1
2017-08-28,946.02,11500,46.9,63.46,84.54,47.3,31.54,56.49,71.05,55.44,52.14,107.05,928.13,115.54,65.38
2017-08-29,954.06,11423.0996,46.62,63.49,84.43,47.11,31.48,56.59,71.57,55.9,52.29,107.02,935.75,115.84,65.26
2017-08-30,967.59,11076.9004,46.62,63.9,84.48,46.83,31.99,56.62,73.06,56.12,52.71,107.27,943.63,115.15,65.11
2017-08-31,980.6,11307.7002,46.58,64.72,86.22,46.84,32.21,57.03,70.63,56.1,52.67,108.44,955.24,115.73,65.22
2017-09-01,978.25,11000,46.91,64.38,87.41,46.52,32.3,57.07,70.17,56.53,52.97,107.01,951.99,115.84,65.13
2017-09-05,965.27,11461.5,45.84,64.29,85.62,46.37,31.62,56.71,71.79,56.55,53.02,107.03,941.48,115.87,65.56
2017-09-06,967.8,11461.5,46.17,64.71,86.3,45.9,31.87,57.2,72.77,56.47,52.91,106.01,942.02,116.35,65.58
2017-09-07,979.47,11269.2002,45.12,65.14,87.66,46.04,31.76,57.01,73.27,56.59,53.11,106.99,949.89,116.99,66.12
2017-09-08,965.9,11230.7998,45.97,65.02,87.14,46.45,31.48,56.9,73.74,56.97,52.92,106.49,941.41,115.04,66.64
2017-09-11,977.96,11307.7002,46.73,66.11,88.97,46.74,32.19,57.33,72.83,57.15,53.29,106.93,943.29,115.69,67.04
2017-09-12,982.58,11346.2002,46.88,66.14,89.7,45.84,32.41,58.16,72.79,57.96,52.85,106.21,946.65,115,65.63
2017-09-13,999.6,11461.5,47.16,65.44,89.64,45.48,32.18,58.04,72.275,56.72,53.49,104.95,950.44,114.45,65.14
2017-09-14,992.21,11461.5,47.22,65.68,89.81,45.8,32.19,57.51,70.77,57.04,52.68,104.81,940.13,114.19,65.81
2017-09-15,986.79,11730.7998,47.49,65.96,89.56,45.82,32.44,57.85,71.45,56.9,53.66,105.48,935.29,114.85,66.07
2017-09-18,974.19,12076.9004,47.5,66.08,91.36,45.6,32.52,58.08,72.25,56.89,53.93,104.49,929.75,114.99,65.48
2017-09-19,969.86,12230.7998,47.69,66.17,92.14,45.59,32.49,58.07,72.6,57.12,53.92,102.16,936.86,114.49,65
2017-09-20,973.21,13038.5,47.79,66.09,91.95,45.23,32.6,58.51,72.79,57.99,54.39,101.84,947.54,113.58,64.5
2017-09-21,964.65,12615.4004,47.71,65.92,90.44,46.22,32.7,58.19,73,57.75,53.87,101.6,947.55,112.8,64.27
2017-09-22,955.1,12615.4004,47.61,65.78,89.95,46.19,33.37,59.75,73.13,58.19,53.37,100.6,943.26,111.85,63.61
2017-09-25,939.79,12384.5996,47.79,64.73,86.01,46.5,33.72,60.03,73.92,58.08,54.09,100.13,934.28,111.94,64.24
2017-09-26,938.6,12230.7998,47.88,64.11,85.71,46.51,33.76,59.94,74.89,58.95,54.11,99.57,937.43,111.81,63.91
2017-09-27,950.87,12115.4004,47.84,64.39,87.19,46.15,33.48,60.35,75.68,59.4,54.13,99.99,959.9,111.1,62.89
2017-09-28,956.4,11923.0996,47.84,63.98,87.96,46.08,33.35,60.26,75.48,59.63,54.05,100.54,964.81,111.64,63.16
2017-09-29,961.35,12153.7998,47.86,64.2,89.31,46.25,33.63,59.96,76.1,59.86,53.95,99.98,973.72,111.43,62.78
2017-10-02,959.19,12384.5996,48.12,64.87,88.85,46.6,33.75,59.81,77.3,60.34,53.98,99.69,967.47,109.12,63.6
2017-10-03,957.1,12076.9004,48.4,65.15,90.31,46.25,33.85,61.99,76.13,60.24,53.74,99.65,972.08,109.13,63.32
2017-10-04,965.45,12307.7002,48.54,65.83,90.96,46.99,33.44,62.61,75.02,60.1,54.24,101.89,966.78,109.34,64.09
2017-10-05,980.85,12384.5996,48.9,65.7,91.72,47.45,33.59,63.25,76.05,60.27,54.29,101.57,985.19,110.45,64.07
2017-10-06,989.58,12423.0996,48.92,66.36,91.16,47.6,33.75,63.62,76.52,60.34,54.23,101.52,993.64,110.4,64.3
2017-10-09,990.99,12576.9004,48.56,66.56,90.76,47.61,33.76,63.65,75.45,59.99,53.97,102.12,992.31,110.01,64.26
2017-10-10,987.2,12615.4004,48.95,66.6,90.68,48.21,33.55,63.71,77.09,59.96,53.93,101.59,987.8,110.78,64.51
2017-10-11,995,12615.4004,48.7,66.62,92.43,48.39,33.59,63.48,76.7,60.26,53.78,102.21,1005.65,111.51,64.73
2017-10-12,1000.93,12730.7998,48.86,67.54,92.93,49.02,33.26,64.42,77.18,60.44,54.28,103.1,1005.65,112.45,65.57
2017-10-13,1002.94,12730.7998,48.85,66.99,93.72,48.64,33.47,63.75,77.26,60.17,54.45,102.5,1007.87,112.62,65.1
2017-10-16,1006.34,12461.5,49.06,66.91,95.01,48.6,33.54,63.45,77.33,58.87,54.75,101.85,1009.35,113.57,65.03
2017-10-17,1009.13,12615.4004,48.66,66.12,94.42,48.6,33.6,62.9,76.02,58.02,54.83,101.38,1011,112.19,65.5
2017-10-18,997,12538.5,48.69,66.44,94.06,48.66,33.55,63.03,77.34,58.69,54.87,100.96,1012.74,111.95,65.7
2017-10-19,986.61,12538.5,48.98,66.88,94.12,48.94,33.75,63.51,77.98,58.91,54.74,103.22,1001.84,112.67,66.59
2017-10-20,982.91,13000,49,67.25,94.55,49,34.25,64.04,78.3,58.92,54.89,104.99,1005.07,111.61,66.81
2017-10-23,966.3,12730.7998,48.7,67.02,94.21,48.98,34.35,64.34,78.43,59.19,54.95,103.95,985.54,111.69,66.8
2017-10-24,975.9,12807.7002,48.51,67.32,94.17,49.08,34.58,63.88,78.83,59.22,54.74,104.06,988.49,110.75,66.82
2017-10-25,972.91,12692.2998,48.25,67.39,93.26,49.17,34.3,64.08,78.6,58.84,54.55,104.18,991.46,110.08,66.755
2017-10-26,972.43,13230.7998,48.37,67.71,93.14,49.36,34.27,64.59,79.59,59.23,54.86,103.18,991.42,110.73,67.28
2017-10-27,1100.95,13384.5996,47.95,67.97,92.51,49.49,34.43,65.4,79.82,59.37,54.8,103.19,1033.67,110.6,67.84
2017-10-30,1110.85,12923.0996,49.46,67.49,92.35,49.55,34.04,64.47,78.35,58.57,54.69,106.11,1033.13,109.65,67.47
2017-10-31,1105.28,12538.5,49.51,68.03,92.86,49.2,34.15,63.79,78.53,58.38,55.62,107.08,1033.04,110.23,67.39
2017-11-01,1103.68,12538.5,49.54,68.02,91.9,49.51,34.62,64.14,79.33,58.47,55.56,105.14,1042.6,110.13,66.95
2017-11-02,1094.22,12230.7998,49.5,68.13,90.15,49.79,34.21,64.54,79.55,58.16,55.84,106.37,1042.97,110.05,67.61
2017-11-03,1111.6,12615.4004,49.61,68.37,91.11,50.31,34.47,63.99,79.44,57.95,56.66,106.51,1049.99,110.22,68.17
2017-11-06,1120.66,12769.2002,49.68,68.22,90.96,49.65,34.41,64,79.08,57.49,54.17,111.81,1042.68,109.26,67.65
2017-11-07,1123.17,12615.4004,49.49,68.25,93.51,49.95,34.4,64.27,80.5,62.04,52.59,111.76,1052.39,110.47,68.24
2017-11-08,1132.88,12538.5,49.58,68.11,93.24,50.2,34.5,64.55,80.63,60.49,55.16,114.03,1058.29,112,68.17
2017-11-09,1129.13,12538.5,49.34,67.47,92.16,50.27,34.05,64.76,80.68,59.87,54.02,113.5,1047.72,111.48,68.23
2017-11-10,1125.35,12423.0996,49.51,69.31,93.22,50.38,33.99,64.57,80.33,59.85,54.19,113.28,1044.15,112.75,67.92
2017-11-13,1129.17,12461.5,49.89,67.13,94.88,50.66,33.95,65.1,80.36,59.41,54.02,112.9,1041.2,114.04,68.35
2017-11-14,1136.84,12500,49.94,67.46,93.01,51.72,34.04,65.37,80.37,59.39,54.93,113.16,1041.64,115.76,69.53
2017-11-15,1126.69,12538.5,49.69,67.31,92.12,51.31,34.11,64.58,79.95,58.98,54.1,112.55,1036.41,115.1,68.76
2017-11-16,1137.29,12461.5,49.2,68.74,93.32,51.38,35.88,65.64,80.4,59.78,54.48,111.12,1048.47,115.23,68.77
2017-11-17,1129.88,12461.5,49.22,68.79,92.94,51.5,35.9,64.92,78.44,59.13,54.89,110.02,1035.89,114.68,68.19
2017-11-20,1126.31,12461.5,49.35,69.96,92.67,51.57,36.5,65.18,78.43,59.09,54.97,110.48,1034.66,114.91,67.98
2017-11-21,1139.49,12192.2998,49.38,69.91,94.42,51.6,36.65,65.12,78.79,59.95,54.65,112.11,1050.3,116.05,68.19
2017-11-22,1156.16,12115.4004,49.36,68.69,93.17,51.43,36.45,64.68,79.24,59.82,54.9,111.84,1051.92,115.08,68.27
2017-11-24,1186,12461.5,49.35,69.36,94.61,51.56,36.49,64.69,79.67,59.88,54.92,112.72,1056.52,115.9,68.53
2017-11-27,1195.83,12461.5,49.66,69.31,93.81,51.58,36.87,64.68,79.54,60.25,55.16,113.29,1072.01,115.85,68.77
2017-11-28,1193.6,12384.5996,50.11,70.59,94.5,52.04,37.73,65.8,81.53,61.27,56.33,113.52,1063.29,116.77,68.93
2017-11-29,1161.27,12307.7002,50.33,68.69,93.21,52.7,37.48,66.58,84.49,64.41,57.7,112.86,1037.38,116.84,69.26
2017-11-30,1176.75,12692.2998,50.28,69.24,94.4,53.06,37.3,67.31,86.65,64.78,57.73,113,1036.17,116.52,69.49
2017-12-01,1162.35,12576.9004,50.49,68.69,93.93,53.07,37.6,66.87,86.54,64.47,57.78,112.55,1025.07,116.78,69.14
2017-12-04,1133.95,12615.4004,50.65,66.24,91.47,52.89,37.72,67.61,86.76,64.93,59.53,109.63,1011.87,117.46,68.58
2017-12-05,1141.57,12615.4004,50.11,65.83,89.85,52.68,37.31,67.94,85.92,64.8,59.28,108.81,1019.6,117.59,68.24
2017-12-06,1152.35,12538.5,49.96,65.89,87.99,52.76,37.41,68.41,87.15,64.34,59.52,109.18,1032.72,118.9,68.42
2017-12-07,1159.79,12538.5,49.99,66.71,88.25,51.98,37.4,68.53,87.42,64.18,60.91,109.71,1044.57,116.73,68.72
2017-12-08,1162,12923.0996,49.84,67.38,88.81,51.93,37.61,69.01,88.38,64.46,62.64,109.5,1049.38,116.57,68.96
2017-12-11,1168.92,12692.2998,50.05,67,89.64,52.4,37.96,69.02,87.97,64.16,61.98,110.91,1051.97,117.39,69.17
2017-12-12,1165.08,12538.5,50.32,67.06,90.15,52.01,37.91,68.71,88,64.35,61.84,110.89,1048.77,117.4,67.66
2017-12-13,1164.13,12461.5,49.9,66.68,90.71,52.18,38.15,68.82,87.77,64.8,61.62,111.37,1051.39,117.8,67.91
2017-12-14,1174.26,12076.9004,49.45,66.51,89.86,51.94,37.9,68.33,85.79,64.06,60.9,110.61,1057.47,118.02,67.7
2017-12-15,1179.14,12384.5996,49.75,67.61,92.2,52.3,38.19,69.77,86.21,64.44,60.95,110.65,1072,119.22,68.17
2017-12-18,1190.58,12307.7002,49.98,67.66,93.95,51.97,38.48,70.25,87.16,64.96,61.34,109.63,1085.09,118.05,67.47
2017-12-19,1187.38,12192.2998,49.64,67.75,94.47,51.32,38.3,69.26,86.63,64.67,61.02,108.55,1079.78,118.61,66.13
2017-12-20,1177.62,12230.7998,49.51,67.4,94.92,50.98,38.74,69.2,86.75,64.48,60.78,107.89,1073.56,119.02,65.94
2017-12-21,1174.76,12192.2998,49.79,67.52,95.14,51.01,38.53,68.64,87.13,64.15,60.59,108.18,1070.85,118.26,65.62
2017-12-22,1168.36,12307.7002,49.66,67.35,95.46,51.07,38.55,68.27,88.7,64.77,60.72,108.55,1068.86,118.6,65.72
2017-12-26,1176.76,12307.7002,49.92,67.25,95.54,50.96,38.48,68.85,88.79,64.86,60.76,108.97,1065.85,118.89,65.36
2017-12-27,1182.26,12230.7998,50,67.3,94.8,51.01,38.56,68.4,89.5,65.21,60.86,109.43,1060.2,119.3,65.88
2017-12-28,1186.1,12192.2998,50.14,67.45,95,51.34,38.59,68.34,89.46,65.36,61.06,109.82,1055.95,119.35,66.43
2017-12-29,1169.47,12269.2002,50.03,66.97,94.66,51.5,38.3,68.08,89.09,64.69,60.73,111.01,1053.4,119.92,66.43
2018-01-02,1189.01,12307.7002,49.89,67.6,95.73,51,38.86,67.31,89.74,64.98,60.5,108.93,1073.21,118.06,65.77
2018-01-03,1204.2,12307.7002,50.47,69.32,96.96,50.74,39.17,68.28,89.49,65.07,60.63,108.47,1091.52,117.75,65.54
2018-01-04,1209.59,12307.7002,50.72,68.8,97.45,49.25,38.99,68.92,89.72,65,60.84,107.21,1095.76,118.33,65.31
2018-01-05,1229.14,12384.5996,50.62,69.9,98.08,49.66,39.53,68.71,89.57,65.09,61.45,108.03,1110.29,118.67,64.87
2018-01-08,1246.87,12307.7002,50.58,70.05,98.17,49.81,39.94,68.28,90.78,65.48,61.58,108.35,1114.21,117.99,65.43
2018-01-09,1252.7,12538.5,51.13,71.77,98.13,49.63,39.69,67.82,91.46,66.05,61.38,107.68,1112.79,118.08,64.91
2018-01-10,1254.33,13384.5996,51.21,70.79,97.52,49.4,39.91,67.54,91.44,65.44,61.35,104.92,1110.14,117.48,63.67
2018-01-11,1276.68,13769.2002,51.51,70.8,97.88,50,40.1,66.86,93.92,66.39,61.22,103.69,1112.05,116.88,63.58
2018-01-12,1305.2,13692.2998,52.78,71.73,97.88,50.1,40.87,67.66,94.28,66.73,61.38,103.57,1130.65,117.38,63.63
2018-01-16,1304.86,13230.7998,52.19,71.23,94.98,49.55,40.54,68.26,92.97,65.47,61.72,105.32,1130.7,117.86,63.15
2018-01-17,1295,13230.7998,52.35,72.06,93.86,50.27,41.2,69.64,92.98,66.07,62.2,106.03,1139.1,119.18,63.57
2018-01-18,1293.32,13846.2002,52.52,72.19,90.17,49.74,41.3,68.91,93.68,66.09,62.22,106.11,1135.97,119.05,63.27
2018-01-19,1294.58,13846.2002,52.51,73.07,89.86,49.8,41.29,69.49,95.16,66.4,63.21,107.35,1143.5,120.17,63.11
2018-01-22,1327.31,13846.2002,52.8,73.48,89.85,50.04,41.66,69.7,95.43,66.44,63.59,108.3,1164.16,121.51,63.01
2018-01-23,1362.54,13846.2002,52.9,73.44,88.88,50.72,42.1,69.99,94.9,66.89,63.34,110.33,1176.17,121.3,63.58
2018-01-24,1357.51,13923.0996,53.04,73.58,89.73,50.42,42.17,68.02,96.18,67.05,63.73,109.59,1171.29,121.14,63.24
2018-01-25,1377.95,13923.0996,53.15,73.86,91.97,51.12,41.9,68.63,96.53,66.71,63.99,108.61,1182.14,120.9,64.14
2018-01-26,1402.05,14615.4004,53.46,74.82,92.03,51.2,42.56,70.01,96.73,67.05,64.12,110.63,1187.56,121.76,64.01
2018-01-29,1417.68,15153.7998,53.11,74.53,91.37,50.69,42.85,68.83,96.31,66.27,63.39,109.83,1186.48,119.67,63.02
2018-01-30,1437.82,14961.5,51.99,72.99,91.54,51.01,42.25,68.56,94.93,64.96,63.3,110.03,1177.37,119.89,63.32
2018-01-31,1450.89,15923.0996,51.65,73.43,91.33,51.87,41.54,68.25,91.46,64.95,62.87,112.77,1182.22,120.3,64.3
2018-02-01,1390,15615.4004,51.59,72.83,89.22,50.67,41.7,67.03,91.98,64.57,61.99,113.07,1181.59,120.3,62.6
2018-02-02,1429.95,15769.2002,50.82,71.25,85.72,50.04,40.93,66.6,91.79,63.61,61.18,112.1,1119.2,118.67,62.01
2018-02-05,1390,15000,48.19,68.22,83.09,48.84,38.78,64.52,90.33,61.78,57.48,110.51,1062.39,114.46,61.17
2018-02-06,1442.84,13961.5,47.81,68.45,84.99,47.63,40.17,64.23,90.77,61.87,59.64,108.55,1084.43,113.56,60.19
2018-02-07,1416.78,14076.9004,47.86,68.06,83.97,47.7,40.34,64.74,92.57,62.13,58.43,108.75,1055.41,113.5,59.86
2018-02-08,1350.5,13846.2002,46.05,65.05,80.87,46.73,38.77,61.86,90.47,60.36,57,103.81,1007.71,110.15,59.5
2018-02-09,1339.6,13846.2002,46.73,66.98,82.68,47.24,39.53,64.16,89.35,60.62,58.33,103.86,1046.27,111.18,61.1
2018-02-12,1386.23,14307.7002,47.5,68.43,85.22,47.62,40.6,64.69,91.18,62.37,58.13,105.11,1054.56,111.93,61.28
2018-02-13,1414.51,14461.5,48.09,68.34,81.86,48.04,41.23,64.63,92.72,63.12,58.42,106.36,1054.14,112.14,61.11
2018-02-14,1451.05,14461.5,48.87,69.7,85.26,47.62,42.09,65.37,92.43,63.67,58.35,105.36,1072.7,109.11,60.14
2018-02-15,1461.76,14461.5,49.89,72.02,85.24,48.61,44.08,66.47,92.95,64.19,59.37,107.64,1091.36,110.97,61.32
2018-02-16,1448.69,14461.5,50.08,71.97,83.35,49.43,44.33,66.81,92.62,64.12,60,109.12,1095.5,111.06,61.92
2018-02-20,1468.35,14461.5,49.89,71.08,83.55,49.29,44.06,65.41,89.97,61.93,58.88,108.57,1103.59,109.48,60.9
2018-02-21,1482.92,15192.2998,49.75,71.25,82.12,48.53,43.31,65.08,90.18,63.99,58.55,106.79,1113.75,108,60.12
2018-02-22,1485.34,15000,49.6,70.68,83.54,49.18,42.94,65.05,90.09,64.34,58.86,108.46,1109.9,109.26,60.34
2018-02-23,1500,15000,50.34,70.7,85.72,50.53,44,66.47,92.63,65.52,59.68,110.44,1128.09,109.68,61.85
2018-02-26,1521.95,14615.4004,50.73,70.58,83.65,50.3,45.36,66.83,94.63,66.73,60.28,111.54,1143.7,110.94,61.62
2018-02-27,1511.98,14884.5996,50.18,69,82.59,48.79,45.04,65.92,93.47,65.52,59.85,110.36,1117.51,110.89,60.57
2018-02-28,1512.45,14884.5996,49.33,68.59,78.48,48.43,44.78,65.13,93.36,64.96,59.65,110.06,1103.92,109.73,59.92
2018-03-01,1493.45,14692.2998,48.65,67.38,78.64,48.29,43.8,63.55,89.7,63.01,59.46,106.07,1071.41,108.12,59.63
2018-03-02,1500.25,14923.0996,48.82,67.51,79.65,47.7,44.06,63.79,89.51,63.28,59.66,104.56,1084.14,109.04,59.47
2018-03-05,1523.61,14076.9004,50.37,67.55,80.73,48.07,44.52,65.04,89.78,63.49,60.04,107.72,1094.76,109.43,60.91
2018-03-06,1537.64,14076.9004,50.88,68.11,82.42,47.19,44.29,65.09,89.99,63.72,60.87,107.73,1100.9,109.58,60.08
2018-03-07,1545,14076.9004,50.94,69.7,82.79,46.38,44.2,64.82,90.01,63.04,60.13,107.6,1115.04,109.84,59.66
2018-03-08,1551.86,14230.7998,51.26,69.85,82.25,46.83,44.34,65.39,89.6,63.51,60.48,110.24,1129.38,112.08,60.28
2018-03-09,1578.89,14423.0996,51.72,71.13,83.55,47.05,45.37,66.52,91.74,64.74,61.28,110.99,1160.84,112.54,60.55
2018-03-12,1598.39,14384.5996,51.51,70.71,83.88,47.58,45.55,66.5,91.03,64.68,60.52,111.39,1165.93,112.75,60.89
2018-03-13,1588.18,14307.7002,51.24,70.68,83.78,47.39,45.16,66.72,91.71,65.06,60.7,111.66,1139.91,113.6,60.8
2018-03-14,1591,14230.7998,50.96,69.92,82.69,48.45,45.28,65.89,89.74,63.9,59.88,112.08,1148.89,112.61,61.3
2018-03-15,1582.32,14307.7002,50.94,70.18,81.07,48.65,45.33,66.4,90.28,63.7,59.38,109.61,1150.61,111.99,61.97
2018-03-16,1571.68,14269.2002,51.16,69.9,82.29,49.29,45.01,66.15,92.14,64.08,60.12,109.08,1134.42,111.64,62.45
2018-03-19,1544.93,14307.7002,50.99,69.34,81.32,49.3,44.27,65.33,92.63,64.13,60.18,108.19,1100.07,110.36,61.77
2018-03-20,1586.51,14307.7002,51.41,69.85,79.99,48.98,44.37,65.51,93.07,64.22,60.43,108.87,1095.8,109.9,61.54
2018-03-21,1581.86,14076.9004,51.59,69.4,80.35,48.39,44.31,65.55,93.62,64.06,60.3,107.59,1094,108.74,61.29
2018-03-22,1544.92,14076.9004,50.24,67.47,77.36,48.26,43.07,63.49,92.66,62.47,59.77,108.95,1053.15,107.94,61.42
2018-03-23,1495.56,13846.2002,49.07,66.06,75.51,47.9,42.42,61.73,90.86,60.88,59.32,109.66,1026.55,106.15,60.5
2018-03-26,1555.86,13538.5,50.12,68.2,75.98,48.43,44.06,61.22,92.76,62.33,59.96,111.33,1054.09,106.81,61.15
2018-03-27,1497.05,13615.4004,49.1,67,75.28,49.32,42.68,59.84,91.56,61.63,59.36,110.67,1006.94,107.64,62.3
2018-03-28,1431.42,13769.2002,49.44,66.4,73.11,49.36,41.66,60.6,91.69,61.62,59.37,110.88,1005.18,109.18,62.28
2018-03-29,1447.34,13615.4004,49.73,66.9,76.57,50.24,42.89,61.59,93.71,63.3,59.96,109.61,1037.14,109.15,62.7
2018-04-02,1371.99,13692.2998,48.65,64.43,74.99,49.87,41.01,60.32,92.23,62.25,58.36,108.8,1012.63,107.05,62.29
2018-04-03,1392.05,13461.5,49.47,65.42,76.24,50.3,41.38,61.02,93.63,64.03,59.44,107.39,1018.68,108.19,62.55
2018-04-04,1410.57,13384.5996,49.93,65.45,76.18,50.37,41.2,61.81,94.36,63.61,61.21,108.91,1029.71,110.18,62.99
2018-04-05,1451.75,13807.7002,50.51,65.68,79.54,50.73,41.82,62.14,93.29,63.455,60.31,109.8,1032.64,110.57,63.37
2018-04-06,1405.23,13692.2998,49.38,63.65,78.13,50.1,40.73,60.72,90.48,61.59,59.72,108.01,1009.95,109.3,63.04
2018-04-09,1406.08,13423.0996,49.63,65.19,77.99,50.31,41.17,60.94,91.57,61.51,59.85,108.86,1020.09,109.38,62.64
2018-04-10,1436.22,13461.5,50.43,66.64,79.25,49.85,42.51,61.97,94.12,63.16,60.62,103.64,1036.5,109.4,62.34
2018-04-11,1427.05,13307.7002,50.08,66.08,78.43,49.86,42.43,61.67,93.95,63.15,60.52,104.86,1025.06,108.68,62.26
2018-04-12,1448.5,13384.5996,50.54,67.2,80,49.44,43.34,61.65,95.41,63.98,60.51,103.86,1037.29,108.31,61.55
2018-04-13,1430.79,13307.7002,50.43,67.21,80.33,49.88,43,61.49,94.27,63.72,60.42,103.76,1036.04,109.26,61.58
2018-04-16,1441.5,13307.7002,51.02,68.17,80.62,50.41,43.3,62.24,97.62,64.54,61.26,104.33,1046.1,109.92,62.41
2018-04-17,1503.83,13384.5996,51,68.44,81.83,50.87,44.59,61.13,96.03,64.8,62.5,106.14,1079.36,108.87,63.02
2018-04-18,1527.84,13230.7998,51.02,69.55,82.74,50.45,44.63,61.03,94.94,65.47,61.85,106.59,1075.39,106.98,62.59
2018-04-19,1556.91,12692.2998,51.52,67.97,82.12,50.03,44.56,60.93,94.29,64.37,61.58,102.64,1089.45,105.57,62.54
2018-04-20,1527.49,12384.5996,51.57,67.55,82.31,49.51,44.09,60.34,93.68,64.2,61.15,102.62,1077.32,102.48,62.15
2018-04-23,1517.86,12230.7998,51.62,68.07,82.4,49.38,44.25,59.85,93.71,64.3,61.34,104.95,1073.81,102.58,62.21
2018-04-24,1460.09,11769.2002,51.28,66.64,80.68,49.93,43.74,59.95,92.36,63.7,61.93,105.35,1022.64,101.44,62.6
2018-04-25,1460.17,11769.2002,51.54,65.8,80.56,50.34,43.71,60,92.59,64.25,62.45,105.2,1022.99,101.15,62.8
