Date,AMZN,POM,L,A,FMC,PEG,CSCO,PAYX,CHRW,EXPD,SYY,CCI,GOOGL,PEP,WEC
2013-01-02,257.31,9846.1504,41.53,41.88,59.42,30.93,20.34,31.85,63.16,40.9,31.9,75.1,723.25,69.33,37.66
2013-01-03,258.48,9692.3096,41.71,42.03,58.91,30.93,20.45,31.9,62.34,41.03,31.76,73.6,723.67,69.36,37.57
2013-01-04,259.15,9692.3096,42.06,42.86,59.13,31.06,20.4819,32.17,63.04,41.82,31.85,73.54,737.97,69.46,37.69
2013-01-07,268.4592,9769.2305,42.11,42.55,59.95,30.62,20.2903,32.02,63.15,41.37,31.76,72.76,734.75,69.45,37.33
2013-01-08,266.38,9769.2305,42.06,42.21,60.41,30.46,20.31,31.95,63.21,41.08,31.44,72.67,733.3,69.66,37.14
2013-01-09,266.35,9692.3096,42.11,43.35,61.6,30.1,20.3,31.96,64.21,42.16,30.88,72.59,738.118,70.01,37.2
2013-01-10,265.34,9923.0801,42.76,43.67,61.86,30.14,20.44,31.85,64.38,42.54,30.95,73.18,741.48,70.81,37.73
2013-01-11,267.94,9923.0801,42.65,43.43,61.4,30.12,20.48,31.78,64.54,42.7,30.91,72.78,739.99,70.88,38.03
2013-01-14,272.73,10153.7998,42.54,43.54,61.31,30.01,20.97,32.27,64.8,42.7,31.07,72.94,723.25,71.29,38.06
2013-01-15,271.9,9769.2305,42.5,43.24,61.16,29.97,20.98,32.08,65.35,42.74,31.21,73.21,724.93,71.6,38.04
2013-01-16,268.93,9846.1504,42.47,43.05,60.83,29.78,21.03,31.95,64.73,42.72,31.15,74.01,715.19,71.48,37.78
2013-01-17,270.48,9769.2305,42.73,43.87,60.83,29.79,20.95,32.02,64.88,43.03,31.28,74,711.32,72.43,37.95
2013-01-18,272.12,9769.2305,42.82,44.15,60.61,29.83,21.015,32.38,65.51,42.87,31.47,74.29,704.51,72.48,38.11
2013-01-22,270.19,9769.2305,43.39,44.64,61.37,30.35,20.87,32.47,66.07,43.08,31.58,74.76,702.87,72.2,38.56
2013-01-23,268.11,9769.2305,43.37,44.3,60.88,30.14,20.62,32.28,65.75,42.98,31.72,75.13,741.5,71.81,38.55
2013-01-24,273.62,9615.3799,43.24,44.66,61.28,30.28,21.02,31.74,67.21,43.19,31.55,74.32,753.83,72.23,38.58
2013-01-25,283.99,9769.2305,43.47,45.29,61.87,30.53,21.15,31.84,67.19,43.54,31.83,73.45,753.67,72.49,38.77
2013-01-28,276.04,9846.1504,43.32,45.18,61.38,30.68,21.06,31.95,67.51,43.38,31.7,73.38,750.73,72.61,38.52
2013-01-29,260.35,9846.1504,43.67,44.64,61.79,30.92,20.78,32.58,67.92,43.52,31.77,72.56,753.68,72.94,38.88
2013-01-30,272.764,9846.1504,43.36,44.4,61.54,30.88,20.58,32.28,67.14,43.12,31.62,70.94,753.83,73.21,39.15
2013-01-31,265.5,9769.2305,43.37,44.78,61.47,31.18,20.57,32.65,66.15,42.9,31.77,70.52,755.69,72.85,39.43
2013-02-01,265,9923.0801,44.08,45.29,62.42,31.17,20.83,32.86,66.89,43.03,32.09,71.49,775.6,72.67,39.8
2013-02-04,259.98,9846.1504,43.71,44.26,62.12,31.15,20.82,32.71,66.03,42.78,31.23,70.19,759.02,72.45,39.6
2013-02-05,266.89,9846.1504,43.81,45,62.6,30.99,21.08,33.35,67.01,43.43,31.37,71.06,765.74,73.15,39.7
2013-02-06,262.22,9923.0801,43.92,45.09,61.85,31.2,21.19,33.27,60.5,43.19,31.43,70.49,770.17,72.77,39.72
2013-02-07,260.23,9923.0801,43.74,45.01,59.77,31.54,21.095,33.22,59.93,43.08,31.53,70.32,773.95,72.81,40
2013-02-08,261.95,10384.5996,43.85,45.08,59.82,31.43,21.16,33.32,59.72,43.34,31.61,70.79,785.37,72.6,40.06
2013-02-11,257.21,10384.5996,43.51,44.6,59.2,31.54,21.27,33.32,59.34,43,31.56,70.03,782.42,72.36,40.14
2013-02-12,258.7,10384.5996,43.65,44.62,58.13,31.51,20.97,33.44,59.13,42.75,31.56,68.31,780.7,72.17,39.93
2013-02-13,269.47,10384.5996,44.08,44.75,58.81,31.5,21.14,33.53,58.81,42.67,31.78,68.04,782.86,71.5,39.84
2013-02-14,269.24,10384.5996,44.08,44.58,59.01,31.12,20.99,33.72,58.08,42.4,32.03,66.66,787.82,72.28,39.45
2013-02-15,265.09,10384.5996,43.91,42.25,59.47,31.09,20.99,33.97,57.78,42.26,32.07,67.9,792.89,73.68,39.78
2013-02-19,269.75,10153.7998,43.92,43.01,59.32,31.41,21.46,33.93,58.37,42.6,32.29,67.04,806.85,75.5,40.21
2013-02-20,266.41,9923.0801,43.34,42.24,58.23,31.29,21.105,33.71,58.47,41.81,32.53,67.13,792.46,75.42,40.13
2013-02-21,265.94,9846.1504,43.41,41.63,57.46,31.74,20.76,33.01,57.52,40.75,32.66,68,795.53,75.36,40.12
2013-02-22,265.42,9846.1504,43.68,41.8,58.71,32.16,20.9,33.12,57.97,40.81,32.75,69.97,799.71,75.57,40.37
2013-02-25,259.87,9846.1504,42.4,41.29,57.51,31.97,20.66,33.01,56.77,39.99,31.99,69.57,790.77,75.19,40.21
2013-02-26,259.36,9769.2305,42.68,40.97,58.52,32.16,20.608,32.99,55.98,37.06,31.88,69.75,790.13,75.62,40.43
2013-02-27,263.25,9769.2305,43.06,41.73,59.65,32.67,20.89,33.17,57.19,38.22,32.14,70.38,799.78,75.48,40.76
2013-02-28,264.27,9538.46,43.11,41.48,60.26,32.59,20.855,33.105,57.02,38.85,32.16,69.8,801.2,75.77,41.3
2013-03-01,265.74,9615.3799,43.18,41.93,59.9,32.85,20.83,33.35,57.06,38.82,32.48,70.14,806.19,75.93,41.31
2013-03-04,273.11,9615.3799,42.85,42.03,60.24,33.21,20.74,33.515,57.06,38.94,32.78,70.97,821.504,76.6,41.74
2013-03-05,275.59,9461.54,43.08,42.66,60.74,33.45,21.218,33.94,57.54,39.55,32.84,71.6,838.604,76.9,41.91
2013-03-06,273.79,9615.3799,43.12,43.24,61.07,32.95,21.715,33.775,57.23,39.09,32.83,72.13,831.38,76.8,41.53
2013-03-07,273.88,9538.46,43.22,43.25,60.89,32.67,21.802,34.06,56.93,38.78,32.67,72.08,832.596,77.14,41.09
2013-03-08,274.19,9461.54,43.58,43.03,61.12,32.69,21.83,33.99,57,38.69,33.27,71.79,831.52,77.2,41.39
2013-03-11,271.24,10000,44.24,42.81,61.39,32.86,21.88,33.95,57,38.64,33.59,71.56,834.82,76.85,41.63
2013-03-12,274.13,9615.3799,43.96,42.62,61.27,32.76,21.7,33.89,57.35,38.24,33.6,70.63,827.61,76.89,41.53
2013-03-13,275.1,9846.1504,43.97,43,61.15,32.81,21.575,34.12,59.07,38.29,33.76,70.96,825.31,76.95,41.48
2013-03-14,265.74,9846.1504,44.64,43.32,61.16,32.95,21.59,34.25,59.2,38.37,33.78,71.11,821.54,77.19,41.41
2013-03-15,261.82,9846.1504,44.6,43.01,60,33.28,21.925,33.99,59.34,38.44,33.86,69.99,814.302,77.04,41.37
2013-03-18,257.89,9615.3799,44.16,42.55,59.51,33.12,21.67,33.785,59.19,38.18,33.78,69.66,807.79,76.68,41.14
2013-03-19,256.41,9769.2305,43.8,42,59.27,33.15,21.52,33.91,59.04,37.43,34.42,69.99,811.32,76.67,41.09
2013-03-20,257.278,9615.3799,44.01,42.7,59.16,33.56,21.67,34.39,58.69,37.19,34.53,70.65,814.708,76.32,41.44
2013-03-21,253.39,9692.3096,43.85,41.65,57.19,33.42,20.84,34.16,57.44,36.59,34.44,70.15,811.26,76.15,41.36
2013-03-22,257.75,9769.2305,43.98,41.25,57.45,33.41,20.75,34.44,58.1,36.54,34.9,70.74,810.31,78.64,41.53
2013-03-25,256.02,9230.7695,43.8,41.13,56.65,33.28,20.85,34.35,58.57,35.67,35.02,70.41,809.64,77.83,41.34
2013-03-26,260.31,9615.3799,43.99,41.82,56.96,33.59,20.845,34.84,59.01,35.8,35,70.48,812.42,78.92,41.86
2013-03-27,265.3,9769.2305,43.72,42.09,56.56,33.69,20.83,34.76,59.15,35.73,35.01,70.66,802.66,78.29,41.98
2013-03-28,266.49,10000,44.07,41.97,57.03,34.34,20.895,35.06,59.46,35.73,35.17,69.64,794.188,79.11,42.89
2013-04-01,261.61,9769.2305,43.97,40.93,56.14,34.18,20.83,35.33,58.6,35.37,35.24,69.79,801.19,79.1,42.56
2013-04-02,263.322,9846.1504,44.29,40.66,56.4,34.23,21.22,35.87,58.64,35.3,35.06,70.6,813.04,79.74,42.6
2013-04-03,259.03,9769.2305,43.93,40.52,56.04,34.26,21.197,35.46,58.14,35.62,34.5,69.61,806.202,78.96,42.5
2013-04-04,259.08,9769.2305,44.23,41.41,56.26,34.55,21.04,35.61,58.5,36.08,34.37,70.28,795.07,79.53,42.65
2013-04-05,255.48,9692.3096,43.8,41.54,55.45,34.51,20.61,34.89,58.98,36.21,34.38,70.83,783.05,78.59,42.85
2013-04-08,258.95,9692.3096,43.97,41.66,57.05,34.54,20.57,35.06,59.81,36.475,34.16,72.12,774.85,79.5,43.19
2013-04-09,261.14,9846.1504,43.9,41.65,57.15,34.56,20.97,35.22,60.26,37.01,34.33,72.33,777.65,79.21,43.02
2013-04-10,264.77,9692.3096,44.01,42.26,57.84,34.95,21.47,35.8,60.69,37.05,34.75,73.2,790.18,80.06,43.2
2013-04-11,269.85,9769.2305,44,43.86,58.69,34.96,21.685,36.09,60.59,37.03,34.63,73.7,790.39,79.96,43.2
2013-04-12,272.87,9615.3799,43.99,44.75,58.43,35.06,21.54,36.14,59,36.7,34.62,73.39,790.05,79.99,43.59
2013-04-15,267.72,9769.2305,42.62,43.04,56.39,34.71,21.05,35.34,57.51,35.86,33.8,73.21,781.93,78.92,42.83
2013-04-16,272.34,9615.3799,43.39,43.39,58.21,35.04,21.16,35.66,57.17,36.07,34.46,74.03,793.37,80,43.24
2013-04-17,267.4,9615.3799,43.12,42.19,57.81,35.11,20.63,35.63,56.58,35.22,34.23,72.83,782.56,78.85,42.8
2013-04-18,259.42,9615.3799,43,41.83,57.68,35.38,20.58,35.33,56.25,35.13,34.22,74.35,765.914,81.25,42.98
2013-04-19,260.32,9615.3799,43.18,42,57.88,35.9,20.46,35.4,56.33,35.34,34.71,75.01,799.87,82.77,43.61
2013-04-22,263.55,9615.3799,42.99,41.85,58.12,35.8,20.59,35.56,57.01,35.53,34.73,74.54,800.114,83.38,43.59
2013-04-23,268.9,9615.3799,43.64,42.61,59.19,35.81,20.91,36.05,57.41,35.42,35.01,74.88,807.9,84.1,43.79
2013-04-24,268.78,9615.3799,44.51,42.85,59.56,35.89,20.39,36.04,57.65,35.54,34.72,73.9,813.454,82.34,43.99
2013-04-25,274.7,9615.3799,45.01,42.73,60.67,36.1,20.64,36.28,58.2,35.44,34.86,78.36,809.1,82.82,44.14
2013-04-26,254.81,9615.3799,44.44,41.3,59.89,36.12,20.67,35.87,58.44,35.42,34.8,77.38,801.42,82.51,44.03
2013-04-29,249.74,9615.3799,44.53,41.46,60.67,36.43,20.98,36.13,58.84,35.66,35.01,77.35,819.06,82.65,44.46
2013-04-30,253.81,9615.3799,44.67,41.44,60.7,36.61,20.92,36.41,59.39,35.93,34.86,77,824.57,82.47,44.94
2013-05-01,248.23,9615.3799,44.73,41.31,58.37,36.59,20.38,36.3,58.9,35.32,34.57,76.87,820.43,82.21,44.34
2013-05-02,252.55,10000,44.93,41.48,58.8,36.47,20.73,36.9,59.37,37.03,35.02,77.48,829.61,82.56,44.29
2013-05-03,258.05,9923.0801,45.42,41.55,59.57,36.29,20.83,37.37,60.47,37.11,34.66,78.23,845.72,82.83,44.53
2013-05-06,255.72,9769.2305,45.62,42,60.19,35.43,20.81,37.11,60.37,37.9,34.33,77.94,861.55,82.5,43.79
2013-05-07,257.73,9846.1504,45.64,42.4,60.65,35.81,20.38,37.08,61.56,38.73,34.4,78.4,857.23,83.34,44.21
2013-05-08,258.68,9692.3096,45.78,42.94,61.82,35.31,20.72,37.18,57.26,39.08,34.44,79.26,873.63,83.25,43.83
2013-05-09,260.16,9692.3096,45.39,43.16,61.52,34.82,20.83,37.42,56,38.45,34.16,79.02,871.48,82.85,43.13
2013-05-10,263.63,9692.3096,45.45,43.63,61.95,34.81,21.1,37.74,57,38.43,34.2,78.71,880.23,83,43.12
2013-05-13,264.51,9692.3096,45.46,43.04,60.7,34.57,21.27,37.53,56.07,38.32,34.26,78.69,877.53,83.03,42.75
2013-05-14,268.33,9692.3096,46,43.97,62.9,34.75,21.27,38.2,56.87,38.71,34.75,79.77,887.1,83.5,43.05
2013-05-15,266.56,9692.3096,46.28,45.68,62.99,34.89,21.21,38.65,57.66,38.63,35.13,79.43,915.89,84.25,43.55
2013-05-16,264.12,9692.3096,46.04,44.99,62,34.65,23.887,37.94,57.87,38.2,34.89,77.77,903.87,83.74,43.25
2013-05-17,269.9,9692.3096,46.44,45.56,63.35,35.07,24.24,38.52,58.32,38.53,35.14,77.87,909.18,83.8,43.7
2013-05-20,267.63,9692.3096,46.71,46.34,63.2,34.84,23.945,38.18,58.2,38.57,34.85,76.73,908.53,82.59,43.26
2013-05-21,268.86,9615.3799,46.66,46.75,62.88,34.77,24.01,38.195,59.87,38.71,35.08,76.88,906.97,82.63,43.5
2013-05-22,262.96,9692.3096,46.39,46.24,62.9,34.3,23.34,37.98,59.11,38.3,35.07,74.05,889.42,82.97,42.85
2013-05-23,261.8,9615.3799,46.06,45.74,63.5,34.05,23.51,37.95,59.49,40.14,34.56,73.38,882.79,82.12,42.41
2013-05-24,261.74,9615.3799,45.95,45.59,63.51,33.89,23.53,37.86,58.7,39.33,34.82,73.72,873.32,82.58,41.98
2013-05-28,267.29,10000,46.2,46.43,64.48,34.02,23.89,38.26,57.87,39.59,34.98,73.33,881.27,82.43,41.94
2013-05-29,265.53,9692.3096,46.18,46.05,63.8,33.3,24.12,37.83,57.67,39.36,34.1,71.74,868.31,81.12,40.89
2013-05-30,266.83,9846.1504,46.19,46.05,63.91,33.35,24.37,37.76,57.47,39.03,34.1,72,870.76,81.22,41.05
2013-05-31,269.2,10384.5996,45.82,45.45,62.71,33.04,24.115,37.23,56.7,39.03,33.8,71.25,871.218,80.77,40.81
2013-06-03,266.88,9846.1504,45.82,45.51,62.03,33.09,24.38,37.38,57.04,39,33.89,70.87,867.63,81.4,41.04
2013-06-04,265.7,9769.2305,45.25,45.42,62.18,32.84,24.36,37.1,56.5,38.49,34.18,69.85,859.1,81.63,40.82
2013-06-05,267.17,9769.2305,44.71,44.53,61.21,32.12,24.32,36.66,56.26,37.78,33.35,69.76,859.7,81.2,40.38
2013-06-06,267.83,10153.7998,45.11,45.01,61.26,32.7,24.55,36.72,56.31,38.29,33.39,70.64,864.64,81.66,40.96
2013-06-07,276.87,10076.9004,45.74,45.15,62.87,32.68,24.49,37.15,57.16,38.62,33.76,70.28,879.73,82.51,41.26
2013-06-10,281.07,10000,45.35,44.73,62.82,32.5,24.36,37.08,56.81,38.48,34.08,69.21,890.22,82.85,41.12
2013-06-11,274.78,9615.3799,44.78,44.4,62.72,32.4,24.07,36.74,56.5,37.84,34.13,69.35,879.81,82.53,40.89
2013-06-12,271.67,9769.2305,44.43,43.92,62.17,32.07,23.99,36.56,56.02,37.61,34.16,68,871.98,82.11,40.38
2013-06-13,275.79,9769.2305,44.99,44.49,63.07,32.58,24.35,37.11,56.72,38.57,34.55,69.74,877,81.98,41.19
2013-06-14,273.99,9769.2305,44.58,44,62.57,32.63,24.09,37.14,56.5,38.28,34.47,70.34,875.04,82.13,41.18
2013-06-17,278.06,9769.2305,44.87,44.38,63.85,32.98,24.7,37.84,56.9,38.65,34.69,70.34,886.25,82.55,41.41
2013-06-18,281.76,9615.3799,45.17,44.8,64.7,33.19,24.82,37.8,57.33,38.99,34.74,71.33,900.62,82.57,41.6
2013-06-19,278.16,9769.2305,44.65,43.52,64.12,32.35,24.68,37.36,56.53,38.48,34.15,69.54,900.68,80.89,40.49
2013-06-20,273.44,9769.2305,43.58,42.32,62.62,31.21,24.435,36.74,55.42,37.29,33.4,67.7,884.74,78.91,39.18
2013-06-21,273.36,9692.3096,43.58,42.98,62.58,31.67,24.481,37.17,54.79,37.05,33.68,68.53,880.93,80.13,39.71
2013-06-24,270.61,9615.3799,43.22,42.31,61.72,31.85,24.055,37.235,54.33,36.71,33.66,67.33,869.79,80.13,39.82
2013-06-25,272.088,9615.3799,43.85,42.48,61.72,32.28,24.005,37.63,54.7,37.18,33.88,68.32,866.2,80.04,40.27
2013-06-26,277.57,10153.7998,43.97,42.34,62.18,32.9,24.385,37.99,55.12,37.32,34.1,70.13,873.65,81.3,40.69
2013-06-27,277.55,10000,44.51,43.08,62.39,32.65,24.63,36.6,55.73,37.82,34.29,72.47,877.07,81.74,40.98
2013-06-28,277.69,10000,44.4,42.76,61.06,32.66,24.335,36.51,56.31,38.04,34.16,72.39,880.37,81.79,40.99
2013-07-01,282.1,9615.3799,44.68,43.59,61.61,31.85,24.335,36.66,56.52,38.66,34.32,72.31,887.88,82.04,40.29
2013-07-02,283.73,9692.3096,44.5,43.09,61.54,31.84,24.32,36.94,56.46,38.18,34.03,72.16,882.31,81.68,40.42
2013-07-03,284.03,9692.3096,44.26,43.17,61.7,31.8,24.59,37.16,56.37,37.98,33.75,72.4,886.43,80.73,40.3
2013-07-05,285.88,9769.2305,44.87,44.23,62.32,31.66,24.57,37.61,57.4,38.52,33.94,72.21,893.49,80.8,40.27
2013-07-08,290.59,9769.2305,44.99,44.36,61.23,32.27,24.625,38.04,58.01,38.65,34.68,73.32,905.09,81.78,40.85
2013-07-09,291.53,9769.2305,45.27,44.6,61.93,32.27,25.155,38.15,58.39,39.66,35.02,72.69,905.24,82.77,41.37
2013-07-10,292.33,9769.2305,45,45.31,62.31,32.41,25.41,38.48,58.14,39.6,34.95,74.84,905.99,82.99,41.74
2013-07-11,299.66,9923.0801,45.45,45.72,62.27,33.03,25.87,38.89,58.88,40.3,35.45,76.72,920.24,84.55,42.26
2013-07-12,307.55,9923.0801,45.68,45.75,62.12,33.16,25.94,39.4,57.83,40,35.6,77.3,923,84.32,42.48
2013-07-15,306.57,9923.0801,45.81,46.11,62.52,33.91,25.93,39.02,59.94,40.67,35.68,77.36,924.69,84.72,43.1
2013-07-16,306.87,9923.0801,45.66,45.91,61.58,33.65,25.71,39.06,60.23,40.62,35.57,76.35,919.608,84.02,42.86
2013-07-17,308.69,10000,45.99,45.61,62.3,33.66,25.72,39.2,60.05,40.47,35.45,76.44,918.55,85.24,42.82
2013-07-18,304.11,10000,46.34,45.9,63.1,34.16,25.86,39.36,60.7,41.31,35.86,76.43,910.68,86.8,43.32
2013-07-19,305.23,9846.1504,46.51,46.2,63.48,34.22,25.82,39.35,60.6,41.2,36.03,76.72,896.598,86.41,43.27
2013-07-22,303.48,9846.1504,46.76,46.8,63.25,34.19,25.72,39.4,60.54,41.27,35.74,76.6,910.7,86.4,43.43
2013-07-23,301.06,10076.9004,46.43,46.47,62.97,34.47,25.56,39.2,59.88,40.39,35.51,76.85,903.8,86.2,43.64
2013-07-24,298.94,9923.0801,46.16,46.76,63.55,33.82,25.59,39.22,59.28,40.06,34.43,76.72,902.9,85.64,43.01
2013-07-25,303.4,9923.0801,46.12,46.66,63.65,34.1,25.5,39.24,59.18,40.02,34.54,73.69,887.7,85.55,43.42
2013-07-26,312.01,9923.0801,46.05,45.6,63.44,34.32,25.496,39.27,59.39,40.8,34.77,73.35,885.35,85.31,43.58
2013-07-29,306.1,9692.3096,46.06,45.34,63.58,34.25,25.33,39.27,59.08,40.16,34.98,72.49,882.27,85.25,43.31
2013-07-30,302.41,9923.0801,45.75,44.85,65.5,34.24,25.67,38.88,59.2,40.27,34.7,71.92,890.92,85.11,43.66
2013-07-31,301.22,9846.1504,45.55,44.73,66.16,33.79,25.59,39.44,59.62,40.32,34.51,70.25,887.75,83.54,43.48
2013-08-01,305.57,9692.3096,46.57,46.04,66.86,34.34,25.891,40.44,61.07,41.68,34.79,69.62,904.22,84.2,43.84
2013-08-02,304.21,9692.3096,46.29,46.38,67.26,34.53,26.19,40.77,59.71,41.19,34.98,69.3,906.57,84.29,43.99
2013-08-05,300.99,9769.2305,46.12,45.94,66.35,34.15,26.31,40.51,59.66,40.34,35.01,70.56,905,84.48,43.67
2013-08-06,300.75,9846.1504,45.92,46.08,65.85,33.71,26.21,40.52,59.58,41.21,35.06,69.79,896.57,85.05,43.47
2013-08-07,296.91,9846.1504,45.65,46.28,65.23,33.77,26.12,40.33,56.31,41.21,34.85,68.34,890.65,84.76,43.55
2013-08-08,295.74,9769.2305,46.03,45.85,65.96,34.07,26.26,40.25,56.73,41.11,34.86,68.69,892.66,84.68,43.51
2013-08-09,297.26,9846.1504,46.18,46.22,65.68,33.92,26.053,40.4,56.79,40.79,35.01,68.76,890.41,84.34,43.32
2013-08-12,296.69,9846.1504,46.42,46.45,64.99,33.9,26.34,40.36,57.06,40.8,32.99,67.44,885.51,83.81,42.79
2013-08-13,293.97,9615.3799,47.2,46.92,66.12,33.5,26.3205,40.31,56.44,40.71,33.11,67.66,881.25,83.39,42.46
2013-08-14,291.34,9615.3799,47.53,46.51,65.5,33.27,26.377,40.02,55.72,40.51,33.03,67.77,869.81,82.75,42.19
2013-08-15,286.47,9615.3799,46.97,46.96,65,32.9,24.485,39.54,55.88,39.84,32.48,68.25,859.66,80.91,41.6
2013-08-16,284.82,9692.3096,46.41,46.79,65.44,32.58,24.27,39.32,56.13,40.03,32.45,67.91,856.908,80.18,41.23
2013-08-19,285.57,9846.1504,45.67,46.44,64.99,32.26,24.27,39.36,56.02,39.92,32.5,68.5,865.65,80.88,40.91
2013-08-20,287.09,9230.7695,45.77,47.03,65.42,32.55,24.32,39.54,56.46,40.55,32.43,68.96,865.42,80.29,41.16
2013-08-21,284.57,9846.1504,45.56,46.89,65.51,32.13,24.07,39.18,56.6,40.51,31.98,68.26,869.33,79.08,40.57
2013-08-22,289.73,9615.3799,45.93,47.97,66.75,32.51,24.01,39.45,56.92,41.26,32.28,68.13,873.71,79.25,40.87
2013-08-23,290.01,9615.3799,45.95,47.68,66.57,32.76,23.86,39.31,57.2,41.25,32.25,69.73,870.21,79.85,41.29
2013-08-26,286.21,9615.3799,45.87,47.6,66.57,32.5,23.83,39.13,58.83,41.62,31.89,68.99,866.39,79.69,40.7
2013-08-27,280.93,9615.3799,45.07,46.97,66.96,32.5,23.485,38.47,57.61,40.67,31.74,69.95,850.15,79.06,40.72
2013-08-28,281.58,9615.3799,45.01,46.74,66.28,32.7,23.445,38.54,57.47,40.65,31.47,69.82,848.55,79.37,40.96
2013-08-29,283.98,9461.54,44.6,46.8,66.75,32.37,23.45,38.59,57.43,40.45,31.95,69.91,855.43,79.33,40.79
2013-08-30,280.98,9615.3799,44.46,46.64,66.61,32.42,23.31,38.68,56.87,40.56,32.02,69.42,846.9,79.73,41.04
2013-09-03,288.8,9615.3799,44.53,46.93,66.76,32.14,23.48,38.57,57.45,41.46,32.18,69.23,860.38,80.2,40.33
2013-09-04,293.64,9692.3096,44.97,47.87,67.35,32.07,23.77,38.84,57.51,41.98,32.14,69.94,871.634,79.53,40.01
2013-09-05,294.1,9615.3799,44.81,47.68,67.34,31.97,23.69,38.95,57.85,42.14,32.1,69.22,879.56,79.07,39.94
2013-09-06,295.86,9692.3096,44.69,47.43,67.8,32.16,23.55,39.17,57.7,42.9,32.04,70.55,879.58,79.26,39.86
2013-09-09,299.71,9692.3096,45.48,47.95,68.63,32.12,23.92,39.54,58.42,43.62,32.22,72.45,888.054,79.38,39.95
2013-09-10,300.36,9692.3096,45.73,48.55,69.28,32.31,24.155,39.99,59.22,44.29,32.23,73.21,888.67,79.43,40.14
2013-09-11,299.64,9692.3096,46.11,48.96,70.34,32.04,24.375,40.49,60,44.74,32.51,73.03,896.19,79.85,39.82
2013-09-12,298.86,9615.3799,46.02,48.62,70.23,31.83,24.29,40.28,59.63,44.34,32.64,70.83,893.064,79.87,39.62
2013-09-13,297.92,9461.54,46.23,48.46,70.17,32.33,24.32,40.33,59.13,44.28,32.88,69.86,889.068,80.32,39.84
2013-09-16,296.06,9615.3799,47,48.74,70.36,32.42,24.38,40.65,60.03,44.64,33.01,70.5,887.76,81.02,39.94
2013-09-17,304.17,9615.3799,47.3,48.87,70.59,32.84,24.37,40.72,60.39,43.89,33.17,70.45,886.11,81.66,40.09
2013-09-18,312.034,9615.3799,47.42,49.32,71.25,33.9,24.795,40.925,61.8,45.23,33.39,70.6,903.32,82.88,41.22
2013-09-19,312.06,9615.3799,47.6,50.98,71.83,33.9,24.615,41.11,61.62,44.93,32.83,71.21,898.39,81.82,41.15
2013-09-20,316.34,9615.3799,47.44,52.15,71.36,33.25,24.51,40.99,62.09,44.811,32.57,70.62,903.11,81.74,40.6
2013-09-23,311.49,9615.3799,47.1,51.67,71.12,33.73,24.275,40.67,61.64,44.57,32.31,70.65,886.5,81.02,41.28
2013-09-24,314.13,9615.3799,47.16,51.6,71.42,33.88,24.14,40.71,61.71,44.7,32.4,70.33,886.84,80.54,41.28
2013-09-25,312.65,9615.3799,47.16,51.83,71.48,33.55,24.43,40.59,60.97,44.18,32.01,71.43,877.23,80.21,40.84
2013-09-26,318.12,9615.3799,47.34,52.09,71.64,33.33,23.77,40.8,60.92,44.32,32.12,73,878.17,80.54,40.76
2013-09-27,316.01,9769.2305,46.95,51.63,71.52,33.02,23.33,40.35,60.45,44.14,32.03,72.71,876.39,80.2,40.31
2013-09-30,312.64,9769.2305,46.74,51.25,71.72,32.93,23.431,40.64,59.59,44.06,31.83,73.03,875.91,79.5,40.38
2013-10-01,320.95,9769.2305,47.16,51.9,71.35,33.21,23.24,39.981,59.86,44.51,31.89,72.13,887.004,79.82,40.49
2013-10-02,320.51,9769.2305,47.05,51.57,71.59,33.37,23.32,39.94,59.12,44.06,31.67,71.57,887.99,79.56,40.61
2013-10-03,314.76,9615.3799,46.21,51.06,70.85,32.9,23.005,39.52,57.76,43.02,31.56,71.1,876.09,79.44,40.08
2013-10-04,319.04,9615.3799,47.06,51.78,72.12,32.92,23.02,39.55,58.48,43.03,31.72,70.66,872.35,79.62,40.18
2013-10-07,310.03,9846.1504,46.86,51.13,71.22,32.73,22.89,39.66,58.29,42.9,31.63,71.3,865.74,79.06,39.94
2013-10-08,303.23,9769.2305,46.17,50.13,70.61,33,22.635,39.56,57.78,42.06,31.16,70.26,853.67,78.93,40.24
2013-10-09,298.23,9769.2305,46.49,49.95,70.41,33.22,22.5,39.42,58,42.41,31.65,70.44,855.86,79.5,40.37
2013-10-10,305.174,9769.2305,48.13,50.99,71.69,33.78,23.01,40.19,58.55,43.12,32.29,70.81,868.24,80.69,40.99
2013-10-11,310.889,9615.3799,48.33,51.46,72.24,33.91,23.28,40.74,58.9,43.45,32.22,71.37,871.99,80.83,41.48
2013-10-14,310.7,9615.3799,48.56,51.36,72.18,33.74,23.34,40.9,59.46,43.58,32.11,71.93,876.11,81.09,41.05
2013-10-15,306.4,9846.1504,48.06,50.88,71.75,33.28,23.18,40.72,58.77,43.16,31.86,72.01,882.01,80.6,40.52
2013-10-16,310.49,9692.3096,48.55,51.56,72.59,33.38,22.995,41.17,58.985,43.41,32.09,74.27,898.029,82.27,40.91
2013-10-17,310.77,9692.3096,48.76,52.65,73.4,33.93,22.781,41.4,59.51,43.14,32.1,76.81,888.794,82.58,41.69
2013-10-18,328.931,9692.3096,49.07,52.99,73.41,33.91,22.961,41.63,60.21,43.91,32.07,75.96,1011.41,83.01,41.71
2013-10-21,326.44,9692.3096,48.92,51.99,73.19,33.71,22.93,42.26,60.56,44.35,32.19,74.66,1003.3,82.37,41.68
